Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
NelseD,2,1100,1198,100,0,0,0,0
NelseD,2,1110,1199,100,2.5,0,0,0
NelseD,2,1120,1200,100,70,0,0,0
NelseD,2,1130,1201,100,0,0,0,0
NelseD,2,1140,1202,100,70,0,0,0
NelseD,2,1150,1203,100,40,0,0,0
NelseD,2,1160,1204,100,40,0,0,0
NelseD,2,1170,1205,100,20,0,0,0
NelseD,2,1180,1206,100,40,0,0,0
NelseD,2,1190,1207,100,50,0,0,0
NelseD,2,1200,1208,100,5,0,0,0
NelseD,2,1210,1209,100,20,0,0,0
NelseD,2,1220,1210,100,10,0,0,0
NelseD,2,1230,1211,100,40,0,0,0
NelseD,2,1240,1212,100,40,0,0,0
NelseD,2,1250,1213,100,5,0,0,0
NelseD,2,1260,1214,100,20,0,0,0
NelseD,2,1270,1215,100,10,0,0,0
NelseD,2,1280,1216,100,50,0,0,0
NelseD,2,1290,1217,100,20,0,0,0
NelseD,2,1300,1218,100,20,0,0,0
NelseD,2,1310,1219,100,10,0,0,0
NelseD,2,1320,1220,100,40,0,0,0
NelseD,2,1330,1221,83.33333333,40,0,0,0
NelseD,2,1340,1222,83.33333333,2.5,0,0,0
NelseD,2,1350,1223,83.33333333,5,0,0,0
NelseD,2,1360,1224,83.33333333,40,0,0,0
NelseD,2,1370,1225,83.33333333,10,0,0,0
NelseD,2,1380,1226,83.33333333,20,0,0,0
NelseD,2,1390,1227,83.33333333,10,0,0,0
NelseD,2,1400,1228,83.33333333,60,0,0,0
NelseD,2,1410,1229,66.66666667,30,0,0,0
NelseD,2,1420,1230,66.66666667,2.5,0,0,0
NelseD,2,1430,1231,66.66666667,50,0,0,0
NelseD,3,10,1232,50,0,0,0,0
NelseD,3,20,1233,66.66666667,0,0,0,0
NelseD,3,30,1234,66.66666667,5,0,0,0
NelseD,3,40,1235,66.66666667,10,0,0,0
NelseD,3,50,1236,66.66666667,40,0,0,0
NelseD,3,60,1237,66.66666667,5,0,0,0
NelseD,3,70,1238,83.33333333,10,0,0,0
NelseD,3,80,1239,83.33333333,60,0,0,0
NelseD,3,90,1240,83.33333333,20,0,0,0
NelseD,3,100,1241,83.33333333,0,0,0,0
NelseD,3,110,1242,83.33333333,5,0,0,0
NelseD,3,120,1243,83.33333333,30,0,0,0
NelseD,3,130,1244,83.33333333,2.5,0,0,0
NelseD,3,140,1245,83.33333333,5,0,0,0
NelseD,3,150,1246,83.33333333,5,0,0,0
NelseD,3,160,1247,83.33333333,10,0,0,0
NelseD,3,170,1248,83.33333333,40,0,0,0
NelseD,3,180,1249,83.33333333,5,0,0,0
NelseD,3,190,1250,83.33333333,40,0,0,0
NelseD,3,200,1251,83.33333333,60,0,0,0
NelseD,3,210,1252,83.33333333,2.5,0,0,0
NelseD,3,220,1253,83.33333333,2.5,0,0,0
NelseD,3,230,1254,83.33333333,0,0,0,0
NelseD,3,240,1255,83.33333333,0,0,0,0
NelseD,3,250,1256,100,0,0,0,0
NelseD,3,260,1257,100,10,0,0,0
NelseD,3,270,1258,100,30,0,0,0
NelseD,3,280,1259,100,60,0,0,0
NelseD,3,290,1260,100,30,0,0,0
NelseD,3,300,1261,100,5,0,0,0
NelseD,3,310,1262,100,2.5,0,0,0
NelseD,3,320,1263,100,20,0,0,0
NelseD,3,330,1264,100,2.5,0,0,0
NelseD,3,340,1265,100,10,0,0,0
NelseD,3,350,1266,100,50,0,0,0
NelseD,3,360,1267,100,40,0,0,0
NelseD,3,370,1268,100,20,0,0,0
NelseD,3,380,1269,100,20,0,0,0
NelseD,3,390,1270,100,0,0,0,0
NelseD,3,400,1271,100,30,0,0,0
NelseD,3,410,1272,100,20,0,0,0
NelseD,3,420,1273,100,30,0,0,0
NelseD,3,430,1274,100,5,0,0,0
NelseD,3,440,1275,100,10,0,0,0
NelseD,3,450,1276,100,20,0,0,0
NelseD,3,460,1277,100,20,0,0,0
NelseD,3,470,1278,100,50,0,0,0
NelseD,3,480,1279,100,2.5,0,0,0
NelseD,3,490,1280,100,10,0,0,0
NelseD,3,500,1281,100,40,0,0,0
NelseD,3,510,1282,100,50,0,0,0
NelseD,3,520,1283,100,5,0,0,0
NelseD,3,530,1284,100,20,0,0,0
NelseD,3,540,1285,100,10,0,0,0
NelseD,3,550,1286,100,20,0,0,0
NelseD,3,560,1287,100,30,0,0,0
NelseD,3,570,1288,100,10,0,0,0
NelseD,3,580,1289,100,20,0,0,0
NelseD,3,590,1290,100,10,0,0,0
NelseD,3,600,1291,100,60,0,0,0
NelseD,3,610,1292,100,30,0,0,0
NelseD,3,620,1293,100,10,0,0,0
NelseD,3,630,1294,100,20,0,0,0
NelseD,3,640,1295,100,5,0,0,0
NelseD,3,650,1296,100,30,0,0,0
NelseD,3,660,1297,100,20,0,0,0
NelseD,3,670,1298,100,0,0,0,0
NelseD,3,680,1299,100,10,0,0,0
NelseD,3,690,1300,100,70,0,0,0
NelseD,3,700,1301,100,40,0,0,0
NelseD,3,710,1302,100,20,0,0,0
NelseD,3,720,1303,100,20,0,0,0
NelseD,3,730,1304,100,10,0,0,0
NelseD,3,740,1305,100,50,0,0,0
NelseD,3,750,1306,100,40,0,0,0
NelseD,3,760,1307,100,20,0,0,5
NelseD,3,770,1308,100,20,0,0,10
NelseD,3,780,1309,100,20,0,0,10
NelseD,3,790,1310,100,30,0,0,30
NelseD,3,800,1311,100,20,0,0,0
NelseD,3,810,1312,100,10,0,0,0
NelseD,3,820,1313,100,20,0,0,0
NelseD,3,830,1314,100,10,0,0,0
NelseD,3,840,1315,100,30,0,0,0
NelseD,3,850,1316,100,20,0,0,0
NelseD,3,860,1317,100,2.5,0,0,0
NelseD,3,870,1318,100,60,0,0,0
NelseD,3,880,1319,100,20,0,0,0
NelseD,3,890,1320,100,5,0,0,0
NelseD,3,900,1321,100,2.5,0,0,0
NelseD,3,910,1322,100,30,0,0,0
NelseD,3,920,1323,100,5,0,0,0
NelseD,3,930,1324,100,30,0,0,0
NelseD,3,940,1325,100,50,0,0,0
NelseD,3,950,1326,100,50,0,0,0
NelseD,3,960,1327,100,20,0,0,0
NelseD,3,970,1328,100,60,0,0,0
NelseD,3,980,1329,100,30,0,0,0
NelseD,3,990,1330,100,20,0,0,0
NelseD,3,1000,1331,100,10,0,0,0
NelseD,3,1010,1332,100,5,0,0,0
NelseD,3,1020,1333,100,20,0,0,0
NelseD,3,1030,1334,100,30,0,0,0
NelseD,3,1040,1335,100,60,0,0,0
NelseD,3,1050,1336,100,2.5,0,0,0
NelseD,3,1060,1337,100,10,0,0,0
NelseD,3,1070,1338,100,10,0,0,0
NelseD,3,1080,1339,100,5,0,0,0
NelseD,3,1090,1340,100,10,0,0,0
NelseD,3,1100,1341,100,2.5,0,0,0
NewSp,1,10,1342,100,50,0,5,20
NewSp,1,20,1343,100,30,0,0,20
NewSp,1,30,1344,100,50,0,0,0
NewSp,1,40,1345,100,10,0,0,0
NewSp,1,50,1346,100,40,0,0,0
NewSp,1,60,1347,100,20,0,5,5
NewSp,1,70,1348,100,40,0,0,0
NewSp,1,80,1349,100,0,0,0,0
NewSp,1,90,1350,100,0,0,0,0
NewSp,1,100,1351,100,2.5,0,0,0
NewSp,1,110,1352,100,40,0,0,0
NewSp,1,120,1353,100,40,0,0,0
NewSp,1,130,1354,100,0,0,0,0
NewSp,1,140,1355,100,10,0,30,0
NewSp,1,150,1356,100,20,0,60,0
NewSp,1,160,1357,100,20,0,60,0
NewSp,1,170,1358,100,10,0,70,0
NewSp,1,180,1359,100,0,0,50,0
NewSp,1,190,1360,100,30,0,40,0
NewSp,1,200,1361,100,20,0,5,0
NewSp,1,210,1362,100,30,0,5,0
NewSp,1,220,1363,83.33333333,0,0,90,5
NewSp,1,230,1364,83.33333333,10,0,70,0
NewSp,1,240,1365,83.33333333,5,0,80,10
NewSp,1,250,1366,83.33333333,5,0,70,5
NewSp,1,260,1367,83.33333333,10,0,70,10
NewSp,1,270,1368,100,60,0,30,20
NewSp,1,280,1369,100,5,0,40,5
NewSp,1,290,1370,100,10,0,0,0
NewSp,1,300,1371,100,80,0,0,0
NewSp,1,310,1372,100,20,0,5,0
NewSp,1,320,1373,100,50,0,20,0
NewSp,1,330,1374,100,50,0,30,10
NewSp,1,340,1375,100,30,0,40,10
NewSp,1,350,1376,100,20,0,80,30
NewSp,1,360,1377,100,10,0,30,0
NewSp,1,370,1378,100,10,0,50,20
NewSp,1,380,1379,100,5,0,60,20
NewSp,1,390,1380,100,0,0,2.5,0
NewSp,1,400,1381,83.33333333,0,0,0,0
NewSp,1,410,1382,50,2.5,0,10,0
NewSp,1,420,1383,66.66666667,30,0,10,0
NewSp,1,430,1384,100,50,0,0,0
NewSp,1,440,1385,100,30,0,20,0
NewSp,1,450,1386,100,10,0,20,0
NewSp,1,460,1387,100,30,0,5,0
NewSp,1,470,1388,100,5,0,30,0
NewSp,1,480,1389,100,40,0,0,0
NewSp,1,490,1390,100,10,0,5,0
NewSp,1,500,1391,100,10,0,20,0
NewSp,1,510,1392,100,10,0,30,0
NewSp,1,520,1393,100,30,0,0,0
NewSp,1,530,1394,100,20,0,0,0
NewSp,1,540,1395,100,0,0,0,0
NewSp,1,550,1396,100,0,10,0,0
NewSp,1,560,1397,100,5,5,0,0
NewSp,1,570,1398,100,20,0,30,0
NewSp,1,580,1399,100,30,0,0,0
NewSp,1,590,1400,100,20,0,0,0
NewSp,1,600,1401,100,20,5,0,0
NewSp,1,610,1402,100,20,5,0,0
NewSp,1,620,1403,100,40,5,0,0
NewSp,1,630,1404,100,20,0,0,0
NewSp,1,640,1405,100,20,0,0,0
NewSp,1,650,1406,100,5,0,0,0
NewSp,1,660,1407,100,20,0,30,0
NewSp,1,670,1408,100,5,0,40,0
NewSp,1,680,1409,100,5,5,20,0
NewSp,1,690,1410,100,20,0,10,0
NewSp,1,700,1411,100,20,0,10,0
NewSp,1,710,1412,100,0,0,0,0
NewSp,1,720,1413,100,0,5,5,0
NewSp,1,730,1414,100,0,0,50,0
NewSp,1,740,1415,100,0,0,40,0
NewSp,1,750,1416,100,5,5,10,0
NewSp,1,760,1417,100,0,0,10,0
NewSp,1,770,1418,100,0,0,5,0
NewSp,1,780,1419,100,0,5,0,0
NewSp,1,790,1420,100,10,10,0,0
NewSp,1,800,1421,100,20,0,0,0
NewSp,1,810,1422,100,30,10,0,0
NewSp,1,820,1423,100,2.5,0,0,0
NewSp,1,830,1424,100,0,0,20,0
NewSp,1,840,1425,100,0,0,50,10
NewSp,1,850,1426,100,0,0,0,0
NewSp,1,860,1427,100,0,0,70,0
NewSp,1,870,1428,100,0,0,70,0
NewSp,1,880,1429,100,0,0,60,0
NewSp,1,890,1430,100,20,5,0,0
NewSp,1,900,1431,100,10,20,20,0
NewSp,1,910,1432,100,20,10,50,0
NewSp,1,920,1433,100,30,10,40,0
NewSp,1,930,1434,100,40,5,70,0
NewSp,1,940,1435,100,5,0,2.5,0
NewSp,1,950,1436,100,10,20,0,0
NewSp,1,960,1437,100,20,20,0,0
NewSp,1,970,1438,100,30,0,0,0
NewSp,1,980,1439,100,30,0,0,0
NewSp,1,990,1440,100,10,0,0,0
NewSp,1,1000,1441,100,30,0,0,0
NewSp,1,1010,1442,100,30,0,10,0
NewSp,1,1020,1443,100,40,0,60,0
NewSp,1,1030,1444,100,30,0,20,0
NewSp,1,1040,1445,100,5,0,30,0
NewSp,1,1050,1446,100,10,0,30,0
NewSp,1,1060,1447,100,10,0,70,0
NewSp,1,1070,1448,100,0,0,10,0
NewSp,1,1080,1449,100,10,0,60,0
NewSp,1,1090,1450,100,20,0,80,0
NewSp,1,1100,1451,100,0,0,50,0
NewSp,1,1110,1452,100,10,0,50,0
NewSp,1,1120,1453,100,40,0,70,0
NewSp,1,1130,1454,100,30,0,80,10
NewSp,1,1140,1455,100,20,0,70,10
NewSp,1,1150,1456,100,0,0,80,10
NewSp,1,1160,1457,100,10,0,60,20
NewSp,1,1170,1458,100,10,0,80,0
NewSp,1,1180,1459,100,30,0,70,10
NewSp,1,1190,1460,100,5,0,100,20
NewSp,1,1200,1461,83.33333333,0,0,100,0
NewSp,1,1210,1462,83.33333333,20,0,80,0
NewSp,1,1220,1463,83.33333333,40,0,20,5
NewSp,1,1230,1464,100,20,0,20,0
NewSp,1,1240,1465,100,10,0,40,10
NewSp,1,1250,1466,100,10,0,20,10
NewSp,1,1260,1467,100,20,0,30,10
NewSp,1,1270,1468,100,40,0,30,0
NewSp,1,1280,1469,100,20,0,50,5
NewSp,1,1290,1470,100,20,0,10,0
NewSp,1,1300,1471,100,5,0,0,0
NewSp,1,1310,1472,100,20,0,30,5
NewSp,1,1320,1473,100,5,0,20,0
NewSp,1,1330,1474,100,10,0,5,0
NewSp,1,1340,1475,100,10,0,20,5
NewSp,1,1350,1476,100,5,0,0,10
NewSp,1,1360,1477,100,2.5,0,0,0
NewSp,1,1370,1478,100,0,0,0,0
NewSp,1,1380,1479,100,0,0,10,0
NewSp,1,1390,1480,100,2.5,0,30,0
NewSp,1,1400,1481,100,5,0,0,0
NewSp,1,1410,1482,100,10,0,0,0
NewSp,1,1420,1483,100,10,0,0,0
NewSp,1,1430,1484,100,20,0,0,0
NewSp,1,1440,1485,100,10,0,30,20
NewSp,1,1450,1486,100,0,0,30,0
NewSp,1,1460,1487,100,5,0,60,0
NewSp,1,1470,1488,100,0,0,20,0
NewSp,1,1480,1489,100,5,0,30,0
NewSp,1,1490,1490,100,0,0,10,0
NewSp,1,1500,1491,100,0,0,20,0
NewSp,1,1510,1492,100,0,0,60,0
NewSp,1,1520,1493,100,0,0,30,0
NewSp,1,1530,1494,100,0,0,2.5,0
NewSp,1,1540,1495,100,0,0,50,0
NewSp,1,1550,1496,100,10,0,90,0
NewSp,1,1560,1497,100,10,0,40,20
NewSp,1,1570,1498,100,20,20,20,0
NewSp,1,1580,1499,100,30,10,20,0
NewSp,1,1590,1500,100,40,0,10,0
NewSp,1,1600,1501,100,50,0,40,0
NewSp,1,1610,1502,100,10,0,5,0
NewSp,1,1620,1503,100,50,0,60,0
NewSp,1,1630,1504,100,70,0,30,0
NewSp,1,1640,1505,100,40,0,5,0
NewSp,1,1650,1506,100,30,0,0,0
NewSp,1,1660,1507,100,20,0,0,0
NewSp,1,1670,1508,100,40,0,0,0
NewSp,1,1680,1509,100,40,0,0,0
NewSp,1,1690,1510,100,30,0,0,0
NewSp,1,1700,1511,100,50,0,0,0
NewSp,1,1710,1512,100,30,0,0,0
NewSp,1,1720,1513,100,70,0,0,0
NewSp,1,1730,1514,100,90,0,0,0
NewSp,1,1740,1515,100,80,0,0,0
NewSp,1,1750,1516,100,80,0,0,0
NewSp,1,1760,1517,100,30,20,0,0
NewSp,1,1770,1518,100,20,70,0,0
NewSp,1,1780,1519,100,90,30,0,0
NewSp,1,1790,1520,100,20,5,0,0
NewSp,1,1800,1521,100,0,5,0,0
NewSp,1,1810,1522,100,0,0,0,0
NewSp,1,1820,1523,100,20,0,20,0
NewSp,1,1830,1524,100,20,0,90,0
NewSp,1,1840,1525,100,50,0,10,0
NewSp,1,1850,1526,100,60,0,0,0
NewSp,1,1860,1527,100,20,0,0,0
NewSp,1,1870,1528,100,30,0,50,0
NewSp,1,1880,1529,100,50,0,20,0
NewSp,1,1890,1530,100,70,0,40,0
NewSp,1,1900,1531,100,30,0,40,0
NewSp,1,1910,1532,100,0,0,40,0
NewSp,1,1920,1533,100,0,0,90,0
NewSp,1,1930,1534,100,20,0,100,0
NewSp,1,1940,1535,100,20,0,20,0
NewSp,1,1950,1536,100,40,0,20,0
NewSp,1,1960,1537,100,0,0,60,0
NewSp,1,1970,1538,100,5,0,50,0
NewSp,1,1980,1539,100,0,0,60,0
NewSp,1,1990,1540,100,0,0,70,0
NewSp,1,2000,1541,100,0,0,80,0
NewSp,1,2010,1542,100,0,0,90,0
NewSp,1,2020,1543,100,0,0,70,0
NewSp,1,2030,1544,100,0,0,90,0
NewSp,1,2040,1545,100,0,0,100,20
NewSp,1,2050,1546,100,0,0,100,20
NewSp,1,2060,1547,100,0,0,70,40
NewSp,1,2070,1548,100,0,0,100,20
NewSp,1,2080,1549,100,30,0,20,0
NewSp,1,2090,1550,100,0,0,10,0
NewSp,1,2100,1551,100,20,0,50,0
NewSp,1,2110,1552,100,50,0,5,0
NewSp,1,2120,1553,100,90,0,20,0
NewSp,1,2130,1554,100,40,0,20,0
NewSp,1,2140,1555,100,70,0,0,0
NewSp,1,2150,1556,100,40,0,20,0
NewSp,1,2160,1557,100,30,0,70,20
NewSp,1,2170,1558,100,10,0,70,20
NewSp,1,2180,1559,100,50,0,30,30
NewSp,1,2190,1560,100,60,0,30,30
NewSp,1,2200,1561,100,50,0,50,30
NewSp,1,2210,1562,100,70,0,20,50
NewSp,1,2220,1563,100,50,0,60,10
NewSp,1,2230,1564,100,30,0,50,5
NewSp,1,2240,1565,100,40,0,20,20
NewSp,1,2250,1566,100,30,0,30,10
NewSp,1,2260,1567,100,40,0,60,10
NewSp,1,2270,1568,100,30,0,40,20
NewSp,1,2280,1569,100,30,0,20,0
NewSp,1,2290,1570,100,50,0,10,20
NewSp,1,2300,1571,100,30,0,0,10
NewSp,2,10,1572,33.33333333,0,0,0,0
NewSp,2,20,1573,33.33333333,0,0,0,0
NewSp,2,30,1574,33.33333333,20,0,20,0
NewSp,2,40,1575,33.33333333,40,0,10,10
NewSp,2,50,1576,33.33333333,50,0,10,0
NewSp,2,60,1577,50,30,0,20,30
NewSp,2,70,1578,50,10,0,20,20
NewSp,2,80,1579,50,20,0,20,20
NewSp,2,90,1580,50,50,0,20,10
NewSp,2,100,1581,50,30,0,0,0
NewSp,2,110,1582,50,30,0,60,0
NewSp,2,120,1583,50,40,0,60,0
NewSp,2,130,1584,50,10,0,80,0
NewSp,2,140,1585,100,0,0,0,0
NewSp,2,150,1586,100,20,0,0,0
NewSp,2,160,1587,100,20,0,0,0
NewSp,2,170,1588,100,30,0,0,0
NewSp,2,180,1589,100,70,0,0,0
NewSp,2,190,1590,100,40,0,0,0
NewSp,2,200,1591,100,0,0,0,0
NewSp,2,210,1592,100,50,0,30,0
NewSp,2,220,1593,100,20,0,0,0
NewSp,2,230,1594,100,40,0,0,0
NewSp,2,240,1595,100,30,0,0,0
NewSp,2,250,1596,100,0,0,30,0
NewSp,2,260,1597,100,40,0,70,0
NewSp,2,270,1598,100,20,0,70,0
NewSp,2,280,1599,100,20,0,90,0
NewSp,2,290,1600,100,60,0,20,0
NewSp,2,300,1601,100,50,0,30,0
NewSp,2,310,1602,100,60,0,30,0
NewSp,2,320,1603,100,10,0,20,0
NewSp,2,330,1604,100,50,0,0,0
NewSp,2,340,1605,100,70,0,20,0
NewSp,2,350,1606,100,20,0,60,0
NewSp,2,360,1607,100,10,0,80,10
NewSp,2,370,1608,100,20,0,80,0
NewSp,2,380,1609,100,20,0,0,0
NewSp,2,390,1610,100,5,0,30,0
NewSp,2,400,1611,100,30,0,70,20
NewSp,2,410,1612,66.66666667,10,0,50,0
NewSp,2,420,1613,66.66666667,10,0,40,10
NewSp,2,430,1614,66.66666667,20,0,80,20
NewSp,2,440,1615,66.66666667,10,0,90,10
NewSp,2,450,1616,66.66666667,10,0,70,0
NewSp,2,460,1617,66.66666667,10,0,70,0
NewSp,2,470,1618,66.66666667,20,0,60,5
NewSp,2,480,1619,66.66666667,10,0,70,0
NewSp,2,490,1620,66.66666667,2.5,0,70,0
NewSp,2,500,1621,66.66666667,0,0,60,0
NewSp,2,510,1622,66.66666667,0,0,40,0
NewSp,2,520,1623,66.66666667,5,0,60,0
NewSp,2,530,1624,66.66666667,20,0,70,0
NewSp,2,540,1625,66.66666667,5,0,20,0
NewSp,2,550,1626,66.66666667,0,0,30,0
NewSp,2,560,1627,66.66666667,20,0,90,0
NewSp,2,570,1628,66.66666667,50,0,60,0
NewSp,2,580,1629,66.66666667,5,0,80,0
NewSp,2,590,1630,83.33333333,20,0,70,0
NewSp,2,600,1631,83.33333333,10,0,70,0
NewSp,2,610,1632,100,60,0,20,0
NewSp,2,620,1633,83.33333333,20,0,100,0
NewSp,2,630,1634,83.33333333,0,0,100,0
NewSp,2,640,1635,83.33333333,0,0,100,5
NewSp,2,650,1636,83.33333333,0,0,100,10
NewSp,2,660,1637,50,10,0,100,10
NewSp,2,670,1638,50,10,0,90,0
NewSp,2,680,1639,66.66666667,10,0,90,0
NewSp,2,690,1640,66.66666667,20,0,50,0
NewSp,2,700,1641,66.66666667,0,0,0,0
NewSp,2,710,1642,100,60,0,0,0
NewSp,2,720,1643,100,40,0,0,0
NewSp,2,730,1644,100,0,10,0,0
NewSp,2,740,1645,100,0,20,40,0
NewSp,2,750,1646,100,5,0,70,0
NewSp,2,760,1647,100,20,0,90,0
NewSp,2,770,1648,100,0,30,20,0
NewSp,2,780,1649,100,0,0,0,0
NewSp,2,790,1650,100,0,0,0,0
NewSp,2,800,1651,66.66666667,5,0,0,0
NewSp,2,810,1652,66.66666667,30,0,0,0
NewSp,2,820,1653,66.66666667,10,0,0,0
NewSp,2,830,1654,66.66666667,0,0,0,0
NewSp,2,840,1655,66.66666667,20,0,0,0
NewSp,2,850,1656,66.66666667,10,0,0,0
NewSp,2,860,1657,66.66666667,0,0,2.5,0
NewSp,2,870,1658,66.66666667,5,0,20,5
NewSp,2,880,1659,66.66666667,0,0,40,5
NewSp,2,890,1660,66.66666667,0,0,60,0
NewSp,2,900,1661,66.66666667,0,0,20,0
NewSp,2,910,1662,83.33333333,0,0,5,0
NewSp,2,920,1663,83.33333333,10,0,0,0
NewSp,2,930,1664,83.33333333,10,0,10,0
NewSp,2,940,1665,83.33333333,10,0,40,0
NewSp,2,950,1666,83.33333333,10,0,50,0
NewSp,2,960,1667,83.33333333,5,0,50,0
NewSp,2,970,1668,83.33333333,10,0,90,0
NewSp,2,980,1669,83.33333333,10,0,100,0
NewSp,2,990,1670,83.33333333,20,0,80,0
NewSp,2,1000,1671,83.33333333,20,0,100,0
NewSp,2,1010,1672,83.33333333,30,0,60,0
NewSp,2,1020,1673,83.33333333,30,0,80,0
NewSp,2,1030,1674,100,10,0,70,0
NewSp,2,1040,1675,100,30,0,40,0
NewSp,2,1050,1676,100,60,0,0,0
NewSp,2,1060,1677,83.33333333,20,0,0,0
NewSp,2,1070,1678,83.33333333,10,0,0,0
NewSp,2,1080,1679,83.33333333,10,0,0,0
NewSp,2,1090,1680,83.33333333,10,0,0,0
NewSp,2,1100,1681,83.33333333,30,0,0,20
NewSp,2,1110,1682,83.33333333,20,0,0,10
NewSp,2,1120,1683,83.33333333,20,0,0,0
NewSp,2,1130,1684,83.33333333,0,0,0,5
NewSp,2,1140,1685,83.33333333,0,0,0,0
NewSp,2,1150,1686,83.33333333,0,0,0,0
NewSp,2,1160,1687,66.66666667,0,0,0,0
NewSp,2,1170,1688,66.66666667,0,0,0,0
NewSp,2,1180,1689,66.66666667,0,0,0,0
NewSp,2,1190,1690,66.66666667,0,0,0,0
NewSp,2,1200,1691,66.66666667,0,0,0,0
NewSp,2,1210,1692,66.66666667,0,0,0,0
NewSp,2,1220,1693,50,0,0,0,0
NewSp,2,1230,1694,50,0,0,0,0
NewSp,2,1240,1695,50,0,0,0,0
NewSp,2,1250,1696,50,0,0,0,0
NewSp,2,1260,1697,50,0,0,0,0
NewSp,2,1270,1698,50,0,0,0,0
NewSp,2,1280,1699,50,0,0,0,0
NewSp,2,1290,1700,33.33333333,0,0,0,0
NewSp,2,1300,1701,33.33333333,0,0,0,0
NewSp,2,1310,1702,16.66666667,0,0,0,0
NewSp,2,1320,1703,16.66666667,0,0,0,0
NewSp,2,1330,1704,16.66666667,0,0,0,0
NewSp,2,1340,1705,16.66666667,0,0,0,0
NewSp,2,1350,1706,16.66666667,0,0,0,0
NewSp,2,1360,1707,16.66666667,0,0,0,0
NewSp,2,1370,1708,16.66666667,0,0,0,0
NewSp,2,1380,1709,16.66666667,0,0,0,0
NewSp,2,1390,1710,16.66666667,0,0,0,0
NewSp,2,1400,1711,16.66666667,0,0,0,0
NewSp,2,1410,1712,33.33333333,0,0,0,0
NewSp,2,1420,1713,33.33333333,0,0,0,0
NewSp,2,1430,1714,33.33333333,0,0,0,0
NewSp,2,1440,1715,33.33333333,0,0,0,0
NewSp,2,1450,1716,33.33333333,0,0,0,0
NewSp,2,1460,1717,33.33333333,0,0,0,0
NewSp,2,1470,1718,33.33333333,0,0,0,0
NewSp,2,1480,1719,33.33333333,0,0,0,0
NewSp,2,1490,1720,50,0,0,0,0
NewSp,2,1500,1721,50,0,0,0,0
NewSp,2,1510,1722,50,0,0,0,0
NewSp,2,1520,1723,50,0,0,0,0
NewSp,2,1530,1724,50,0,0,0,0
NewSp,2,1540,1725,50,0,0,0,0
NewSp,2,1550,1726,50,0,0,0,0
NewSp,2,1560,1727,50,0,0,0,0
NewSp,2,1570,1728,50,0,0,0,0
NewSp,2,1580,1729,50,0,0,0,0
NewSp,2,1590,1730,50,0,0,0,0
NewSp,2,1600,1731,50,0,0,0,0
NewSp,2,1610,1732,50,0,0,20,0
NewSp,2,1620,1733,50,0,0,70,0
NewSp,2,1630,1734,50,0,0,50,0
NewSp,2,1640,1735,50,0,0,60,0
NewSp,2,1650,1736,50,10,0,30,0
NewSp,2,1660,1737,50,10,0,30,0
NewSp,2,1670,1738,50,0,0,40,0
NewSp,2,1680,1739,50,0,0,20,0
NewSp,2,1690,1740,50,0,0,0,0
NewSp,2,1700,1741,50,0,0,0,0
NewSp,2,1710,1742,50,0,0,0,0
NewSp,2,1720,1743,50,0,0,0,0
NewSp,2,1730,1744,50,0,0,0,0
NewSp,2,1740,1745,50,0,0,0,0
NewSp,2,1750,1746,50,0,0,0,0
NewSp,2,1760,1747,50,0,0,0,0
NewSp,2,1770,1748,50,0,0,0,0
NewSp,2,1780,1749,50,0,0,0,0
NewSp,2,1790,1750,50,0,0,0,0
NewSp,2,1800,1751,50,0,0,0,0
NewSp,2,1810,1752,50,0,0,0,0
NewSp,2,1820,1753,50,0,0,0,0
NewSp,2,1830,1754,50,0,0,0,0
NewSp,2,1840,1755,50,0,0,0,0
NewSp,2,1850,1756,50,0,0,0,0
NewSp,2,1860,1757,50,0,0,0,0
NewSp,2,1870,1758,50,0,0,0,0
NewSp,2,1880,1759,50,0,0,0,0
NewSp,2,1890,1760,33.33333333,0,0,0,0
NewSp,2,1900,1761,33.33333333,0,0,0,0
NewSp,2,1910,1762,33.33333333,0,0,0,0
NewSp,2,1920,1763,33.33333333,0,0,0,0
NewSp,2,1930,1764,33.33333333,0,0,0,0
NewSp,2,1940,1765,16.66666667,0,0,0,0
NewSp,2,1950,1766,16.66666667,0,0,0,0
NewSp,2,1960,1767,16.66666667,0,0,0,0
NewSp,2,1970,1768,16.66666667,0,0,0,0
NewSp,2,1980,1769,16.66666667,0,0,0,0
NewSp,2,1990,1770,16.66666667,0,0,0,0
NewSp,2,2000,1771,16.66666667,0,0,0,0
NewSp,2,2010,1772,16.66666667,0,0,0,0
NewSp,2,2020,1773,16.66666667,0,0,0,0
NewSp,2,2030,1774,16.66666667,0,0,0,0
NewSp,2,2040,1775,16.66666667,0,0,0,0
NewSp,2,2050,1776,16.66666667,0,0,0,0
NewSp,2,2060,1777,16.66666667,0,0,0,0
NewSp,2,2070,1778,16.66666667,0,0,0,0
NewSp,2,2080,1779,16.66666667,0,0,0,0
NewSp,2,2090,1780,16.66666667,0,0,0,0
NewSp,2,2100,1781,16.66666667,0,0,0,0
NewSp,2,2110,1782,16.66666667,0,0,0,5
NewSp,2,2120,1783,16.66666667,0,0,0,20
NewSp,2,2130,1784,16.66666667,0,0,20,0
NewSp,2,2140,1785,16.66666667,5,0,60,5
NewSp,2,2150,1786,16.66666667,30,0,70,20
